	trial_type	block_num	trialID	shape	colour	direction	istarget	start_loc	target_position	accuracy_or_button	unique_ID	block_num_mod	trial_type_mod	shape_mod	colour_mod	direction_mod	start_loc_mod	istarget_mod	accuracy_or_button_mod	condition_name
0	1	4	111	1	2	2	0	3	0	0	411220003	block4_	disappearance_	shape1_	white_	counterclockwise_	loc3_	notarget_	incorrect_or_nopress	block4_disappearance_shape1_white_counterclockwise_notarget_incorrect_or_nopressloc3_
1	1	4	127	2	2	2	0	3	0	1	412220103	block4_	disappearance_	shape2_	white_	counterclockwise_	loc3_	notarget_	correct_or_press	block4_disappearance_shape2_white_counterclockwise_notarget_correct_or_pressloc3_
2	1	4	113	1	2	1	0	1	0	1	411210101	block4_	disappearance_	shape1_	white_	clockwise_	loc1_	notarget_	correct_or_press	block4_disappearance_shape1_white_clockwise_notarget_correct_or_pressloc1_
3	1	4	123	2	1	1	1	3	14	1	412111103	block4_	disappearance_	shape2_	black_	clockwise_	loc3_	istarget_	correct_or_press	block4_disappearance_shape2_black_clockwise_istarget_correct_or_pressloc3_
4	1	4	104	1	1	2	0	4	0	1	411120104	block4_	disappearance_	shape1_	black_	counterclockwise_	loc4_	notarget_	correct_or_press	block4_disappearance_shape1_black_counterclockwise_notarget_correct_or_pressloc4_
5	1	4	131	2	2	1	0	3	0	1	412210103	block4_	disappearance_	shape2_	white_	clockwise_	loc3_	notarget_	correct_or_press	block4_disappearance_shape2_white_clockwise_notarget_correct_or_pressloc3_
6	1	4	127	2	2	2	1	3	21	1	412221103	block4_	disappearance_	shape2_	white_	counterclockwise_	loc3_	istarget_	correct_or_press	block4_disappearance_shape2_white_counterclockwise_istarget_correct_or_pressloc3_
7	1	4	126	2	2	2	0	2	0	1	412220102	block4_	disappearance_	shape2_	white_	counterclockwise_	loc2_	notarget_	correct_or_press	block4_disappearance_shape2_white_counterclockwise_notarget_correct_or_pressloc2_
8	1	4	105	1	1	1	0	1	0	1	411110101	block4_	disappearance_	shape1_	black_	clockwise_	loc1_	notarget_	correct_or_press	block4_disappearance_shape1_black_clockwise_notarget_correct_or_pressloc1_
9	1	4	127	2	2	2	0	3	0	1	412220103	block4_	disappearance_	shape2_	white_	counterclockwise_	loc3_	notarget_	correct_or_press	block4_disappearance_shape2_white_counterclockwise_notarget_correct_or_pressloc3_
10	1	4	104	1	1	2	0	4	0	1	411120104	block4_	disappearance_	shape1_	black_	counterclockwise_	loc4_	notarget_	correct_or_press	block4_disappearance_shape1_black_counterclockwise_notarget_correct_or_pressloc4_
11	1	4	120	2	1	2	0	4	0	1	412120104	block4_	disappearance_	shape2_	black_	counterclockwise_	loc4_	notarget_	correct_or_press	block4_disappearance_shape2_black_counterclockwise_notarget_correct_or_pressloc4_
12	1	4	107	1	1	1	0	3	0	1	411110103	block4_	disappearance_	shape1_	black_	clockwise_	loc3_	notarget_	correct_or_press	block4_disappearance_shape1_black_clockwise_notarget_correct_or_pressloc3_
13	1	4	129	2	2	1	0	1	0	1	412210101	block4_	disappearance_	shape2_	white_	clockwise_	loc1_	notarget_	correct_or_press	block4_disappearance_shape2_white_clockwise_notarget_correct_or_pressloc1_
14	1	4	130	2	2	1	0	2	0	1	412210102	block4_	disappearance_	shape2_	white_	clockwise_	loc2_	notarget_	correct_or_press	block4_disappearance_shape2_white_clockwise_notarget_correct_or_pressloc2_
15	1	4	113	1	2	1	0	1	0	1	411210101	block4_	disappearance_	shape1_	white_	clockwise_	loc1_	notarget_	correct_or_press	block4_disappearance_shape1_white_clockwise_notarget_correct_or_pressloc1_
16	1	4	109	1	2	2	0	1	0	1	411220101	block4_	disappearance_	shape1_	white_	counterclockwise_	loc1_	notarget_	correct_or_press	block4_disappearance_shape1_white_counterclockwise_notarget_correct_or_pressloc1_
17	1	4	129	2	2	1	0	1	0	1	412210101	block4_	disappearance_	shape2_	white_	clockwise_	loc1_	notarget_	correct_or_press	block4_disappearance_shape2_white_clockwise_notarget_correct_or_pressloc1_
18	1	4	116	1	2	1	0	4	0	1	411210104	block4_	disappearance_	shape1_	white_	clockwise_	loc4_	notarget_	correct_or_press	block4_disappearance_shape1_white_clockwise_notarget_correct_or_pressloc4_
19	1	4	115	1	2	1	1	3	10	1	411211103	block4_	disappearance_	shape1_	white_	clockwise_	loc3_	istarget_	correct_or_press	block4_disappearance_shape1_white_clockwise_istarget_correct_or_pressloc3_
20	1	4	109	1	2	2	0	1	0	1	411220101	block4_	disappearance_	shape1_	white_	counterclockwise_	loc1_	notarget_	correct_or_press	block4_disappearance_shape1_white_counterclockwise_notarget_correct_or_pressloc1_
21	1	4	126	2	2	2	0	2	0	1	412220102	block4_	disappearance_	shape2_	white_	counterclockwise_	loc2_	notarget_	correct_or_press	block4_disappearance_shape2_white_counterclockwise_notarget_correct_or_pressloc2_
